package_name,node_count,edge_count,network_conn_count,file_read_count,execve_count,total_severity,suspicious_network_count,sensitive_file_count,max_severity,temporal_pattern_count,is_malicious
cic_spyware-transponder-1b89f1c72b9a32aac1ee1cfd02a860e0c64ba1bd4623cade83dbd17992d055e9-2.raw_0572,10.53,17.57,2.31,45.01,9.89,10.15,1.21,2.12,4.02,1.95,1
cic_spyware-transponder-1a7a2de311ca1fdafa8f561171b150969288e6088a040d348e246096e69d8a29-10.raw_0573,10.58,16.16,0.99,44.92,10.15,9.99,1.03,2.03,4.02,1.95,1
cic_spyware-gator-1cd77abfe5af87626a8bcc081a1985dd4b6b6092bd113e060315bdc785b792d0-10.raw_0574,10.67,16.42,1.02,44.89,9.88,9.99,1.0,2.26,4.08,2.02,1
cic_trojan-reconyc-1afee4dd17e6942fd71c0-8.raw_0575,10.75,17.45,1.02,45.07,9.87,9.76,0.98,2.12,4.07,2.03,1
cic_ransomware-ako-0ac296db1c7565e1e7ff7c94fb5c6d49f3c8f2db7c2b6e024440e2b37738ae3c-8.raw_0576,9.94,15.0,0.96,44.67,9.88,9.78,1.01,2.0,3.93,1.97,1
cic_trojan-scar-ffbb5e590556fa1f93f1ca896b23db24-9.raw_0577,10.82,17.36,1.21,44.93,9.97,9.96,1.04,2.14,4.02,2.01,1
cic_spyware-cws-0b8c9f441b22bb451ea46001086b21f2691763ecb8d261dff993e4cce7bf03e2-9.raw_0578,11.37,17.6,1.01,45.14,9.91,10.03,1.11,2.17,4.04,2.06,1
cic_spyware-cws-0c870d799cfffa99419aaef2518dd85cb4ad8630d13dd74383b4ca4c3be0e883-9.raw_0579,10.24,16.01,1.2,44.77,10.14,10.04,1.06,2.04,4.03,2.01,1
cic_ransomware-maze-9525df2105b6fc417049a7378fe4bbc8f01b055fadd9ade7c7cfa61280e73ad9-7.raw_0580,10.83,17.01,1.65,45.92,10.04,10.17,1.17,2.1,4.02,2.04,1
cic_trojan-reconyc-4c8116a97384e1a1e85c0-3.raw_0581,11.22,18.97,1.19,45.49,9.99,10.01,1.05,2.26,3.85,1.95,1
cic_trojan-scar-4263984cb2dacebe0d9539c4878e0ad9-3.raw_0582,10.92,17.62,1.82,45.42,10.08,10.0,1.16,2.08,4.06,1.97,1
cic_trojan-emotet-2a8bed476ea1d923c421ffbd648a1fc68abfa46d18356f8e7a6821bd8367b24b-10.raw_0583,10.34,16.41,1.03,44.35,9.89,10.05,1.01,2.05,3.96,2.0,1
cic_spyware-tibs-27d7f533077c5f1cb54d2b03d7bb5c27a0f9b37b8ad7e87b5a8996f1d2135ef4-1.raw_0584,8.24,10.58,1.17,44.37,9.54,9.83,1.05,1.5,4.12,1.99,1
cic_spyware-tibs-7f0fb3e6faacd89fae2a13bf11a019edae5ef581472e8458204f6213af272dee-7.raw_0585,8.9,13.26,0.98,44.62,9.99,9.81,1.01,1.63,4.0,1.98,1
cic_ransomware-ako-0bc9f1abed356f3dbe16b11be0ab9c63545125fba69f377dfec10a5f9a997e3e-9.raw_0586,10.75,17.12,1.01,45.4,10.13,10.22,1.02,2.17,3.98,1.97,1
cic_spyware-gator-1c8b1c3543bb9add92419fa66b9f2e5c1c5efb9209d23a4c3795b307a5695d51-8.raw_0587,11.28,18.29,1.62,45.06,9.99,9.86,1.12,2.2,3.96,2.03,1
cic_trojan-zeus-3dc2fd5a9b2df8fb0d3f289a2124f887407bc7cd9e60cc5c26b65b20e645f390-3.raw_0588,10.98,18.22,1.42,45.33,9.9,10.06,1.07,2.18,4.05,1.99,1
cic_ransomware-ako-0b9c52f6f3602efae3b216b0aff676faf7ba049eb172e9fe6d31d99d2c07d723-3.raw_0589,11.3,18.39,1.04,45.25,10.11,10.12,1.04,2.19,4.08,2.0,1
cic_ransomware-pysa-38e59e1ecc21e37ae58751f12922c183db65ccdab98f3f4aed58ed326cbd0e19-4.raw_0590,10.98,17.85,1.63,43.99,10.1,10.04,1.11,2.17,4.08,1.96,1
cic_spyware-cws-0cc66e9dbc9f0456eb0f8068d553bf5e4ef7dc3a68538c6ead94270c97ee20df-6.raw_0591,10.56,17.18,2.27,45.15,9.93,9.94,1.21,2.09,4.05,1.99,1
cic_ransomware-conti-0e095e086158afbaa66c0e4d56a24f5f40caf5b10ec674215baac86f7139abf1-9.raw_0592,10.83,16.92,0.99,44.73,10.05,10.24,1.0,2.14,4.01,1.99,1
cic_spyware-cws-0c870d799cfffa99419aaef2518dd85cb4ad8630d13dd74383b4ca4c3be0e883-4.raw_0593,10.74,17.69,1.81,45.03,10.05,10.15,1.18,2.09,4.03,2.04,1
cic_trojan-scar-e162b1e70a6a32b40c37d11dac5d4781-2.raw_0594,11.07,18.72,1.17,45.17,9.83,9.97,1.06,2.26,4.01,2.03,1
cic_ransomware-maze-172b58ad55b6dd0b871ef11ea09e4f4e9ea4fc2f010773c8507f8571900c36e4-5.raw_0595,10.68,16.95,2.24,45.09,10.0,10.01,1.23,2.08,4.06,2.04,1
cic_spyware-gator-1c9d01a6c0e41f6e45ef97c5e5f2cee75f1494fe050d3f4b070d8f9ea1766823-9.raw_0596,10.86,16.99,1.0,44.55,9.95,10.0,0.99,2.02,4.06,2.02,1
cic_spyware-transponder-0ce5d23930abd7e7edc71a9d9a2e6110a1c35abd69170677f3bc90f796c1a884-4.raw_0597,10.83,17.6,1.43,44.81,9.93,10.08,1.08,2.12,4.08,1.97,1
cic_trojan-refroso-e2806863523612e1128d16ec127ed7fb-6.raw_0598,10.74,17.13,1.65,45.22,10.12,10.28,1.12,2.05,4.3,1.98,1
cic_spyware-cws-0a9436587a6272846b251011261598d7af4c4c723aa4c55d3b594646a0db3419-2.raw_0599,11.05,18.22,1.83,44.81,9.88,10.27,1.14,2.22,3.96,2.0,1
cic_trojan-zeus-1eb789108ab81f694c97dd413a55ce020902cde40c6bdc17db536717ca13eb9e-1.raw_0600,11.12,18.65,1.03,46.1,10.06,9.74,0.98,2.19,4.1,2.01,1
cic_spyware-transponder-1a6c822576f021d4abd9a81f88bcda697ebd24624456c122fe2bfcd1b63619ff-7.raw_0601,11.17,18.35,1.0,46.44,9.85,10.0,1.01,2.4,4.02,1.94,1
cic_spyware-180solutions-0ce4fbb1b108eee445b92e03e1559ed687a5a6693586b28f08b0bd8a09228a05-1.raw_0602,11.11,17.86,1.17,45.6,9.9,10.13,1.06,2.2,4.0,2.02,1
cic_spyware-180solutions-0b39e8ff0f66bd743791efb705ab2e428472f78eb07b6eba065bf177f020fcb9-1.raw_0603,10.03,14.33,1.6,45.16,9.62,9.84,1.12,1.88,4.1,1.96,1
cic_ransomware-ako-0c90bf85a006b728c2ed0a16958a8a65114f9ee818eb186fa4be8498843308cc-5.raw_0604,10.6,17.64,1.43,45.31,10.0,10.04,1.08,2.1,4.03,2.03,1
cic_trojan-emotet-1f5481437a1a7c9b6f85b027fece32deae320e452c7cc5ab4dac338cd4f9688b-1.raw_0605,11.15,18.34,1.2,44.79,10.02,10.21,1.03,2.19,4.04,1.98,1
cic_spyware-cws-0b7faf186c5a77bb74acbf7c3e827eb7e0cf99d2dd8102df5cc874f654428adf-3.raw_0606,11.24,18.86,1.17,44.85,9.91,10.18,1.05,2.24,4.06,2.04,1
cic_trojan-reconyc-1e65455bedeaa5136ed04a963e8b066f-8.raw_0607,10.41,16.22,1.41,44.4,10.12,9.89,1.1,2.1,4.12,2.01,1
cic_trojan-scar-a2219a5cf141c5edbfb4dc12e2715b93-4.raw_0608,10.93,18.33,2.04,44.86,9.89,9.91,1.2,2.13,4.01,2.02,1
cic_spyware-cws-0b8053b0d7bd926ec78dee7509bc87e046da16f50136eac953786ef3ad8d9680-9.raw_0609,10.21,16.34,1.0,45.84,9.87,10.18,1.01,2.04,4.1,2.02,1
cic_ransomware-pysa-13df6b25c23285e2c07d3a4089f336098016c5ef334fa76a4161b0e1dcc099cc-9.raw_0610,10.68,17.57,1.03,46.25,9.9,15.86,1.03,2.08,4.84,2.03,1
cic_ransomware-maze-78048fc0db119b2410e15c187ab36615d01482b889ad270f57d0c0f38c95988b-3.raw_0611,11.46,19.28,1.03,45.94,9.94,15.85,1.02,2.19,4.79,2.06,1
cic_trojan-refroso-4e1e1a674a89ff719d6f220f2e7704b4-6.raw_0612,10.87,17.71,1.65,46.02,10.07,10.08,1.13,2.15,4.13,2.05,1
cic_trojan-zeus-1c0a8cc1708b49a73dd2584e642ca90f5852a7b79c5f945873fc2b2805e7a106-9.raw_0613,10.72,17.33,1.0,45.55,10.09,25.27,1.0,2.1,4.17,2.04,1
cic_trojan-reconyc-a2d8ab7663d3b01580e75b1136bb5e98-10.raw_0614,10.29,16.13,1.0,45.49,10.03,10.08,0.99,2.05,3.98,1.99,1
cic_spyware-180solutions-1a8a4215f8bf07488900056bc10a3aacf2e783a13680f47ef8a6c99e95f4754b-9.raw_0615,10.23,16.18,0.99,45.87,10.13,10.13,1.0,2.02,3.99,1.98,1
cic_spyware-180solutions-1afd5781e8ae4d67b2f46c8af42f0bde9ddc52f07be0131a1234a2c58fc37a9f-3.raw_0616,10.92,18.23,1.41,45.32,10.24,10.32,1.06,2.21,4.0,1.99,1
cic_ransomware-conti-0f402ea0b0269380dc4ae521f08986cb58fef2d93e7463e99788d98ae0f27941-4.raw_0617,11.51,19.58,1.01,45.69,9.88,10.03,1.0,2.23,3.98,2.04,1
cic_trojan-scar-25532238c44bc36783098d2406f4dd95-10.raw_0618,10.39,16.15,0.96,45.14,9.95,10.0,1.0,2.11,3.92,2.01,1
cic_trojan-emotet-1cec74dc7f903b6808be80cf1b796b569472c088bd0f3e1b018a07305fecc440-3.raw_0619,10.9,18.79,1.82,44.45,10.02,10.16,1.17,2.15,4.0,1.98,1
cic_spyware-180solutions-0e87caf635c95be1300fa5e466b24069d274c33a9be7c177ef8e5e045a1db1e4-3.raw_0620,11.3,19.11,1.01,44.95,9.97,10.13,1.02,2.23,4.05,2.01,1
cic_trojan-refroso-9b4fc6ced518f325ba8dad4897d4891f-6.raw_0621,11.43,18.01,1.63,45.64,9.86,9.8,1.13,2.18,4.02,2.01,1
cic_spyware-180solutions-0f956d78fdde79c800ae3757c33c1ec69dcea25df68562a334b7e4d40e6a8911-8.raw_0622,10.36,16.21,1.0,45.58,9.83,10.15,0.99,2.03,4.12,2.01,1
cic_ransomware-conti-0f608a7ce78458563c37e4230e565d8fbc6b4a45e3139f15b9979eff33c2c004-10.raw_0623,10.25,15.44,1.0,44.08,9.82,9.82,1.02,2.11,4.13,2.03,1
cic_ransomware-maze-53601751dad818fc65e8a2e8b03019cc1789c513830442fcd5e9d417c3546ac5-5.raw_0624,10.65,17.35,1.23,45.22,9.8,10.17,1.04,2.1,4.0,1.99,1
cic_spyware-tibs-e24a8cbff34fedfe02297396e455715f6fd134de2c636a57a9234daa732d2f7b-2.raw_0625,9.68,13.35,1.05,46.18,9.62,10.03,1.02,1.81,4.07,2.08,1
cic_spyware-gator-0f9953e023fbeef9dfe97b396617a9ed45ea925ebb170fa6f32f61bb60f509c9-7.raw_0626,10.6,16.8,1.82,44.78,10.23,10.02,1.2,2.01,4.05,2.01,1
cic_trojan-scar-ec6974fa2f5794b95729a628a23077c4-8.raw_0627,10.14,16.14,1.63,45.82,9.94,10.0,1.14,2.07,3.98,2.02,1
cic_spyware-transponder-0f5c2d43bfcce15e30aaf64d74da31b9f36863b04fbcadfbae36a64dcec2bc31-8.raw_0628,10.22,16.09,2.29,44.99,10.0,10.07,1.25,2.02,4.11,2.03,1
cic_ransomware-maze-5462c6a2f738998a8f561085e41df1edda1e4a8f4d20b727b47bcf17a859609a-6.raw_0629,10.99,17.61,2.46,44.87,9.91,10.04,1.3,2.04,4.16,2.03,1
cic_trojan-scar-5ffb3b98b9fa3eb494893fb648571777-3.raw_0630,10.86,18.06,1.62,44.27,9.99,9.78,1.11,2.12,3.99,2.03,1
cic_trojan-zeus-3cc3123a3c419ec7c2a93c356c752baf42fd2e6e0400a1cd1da990be8eb65a08-8.raw_0631,10.14,16.47,1.66,44.68,9.95,9.97,1.12,2.07,3.95,2.0,1
cic_ransomware-pysa-14f5c64f73edd0e19eee4aba150751418bcf39c61ae5a833f1ec5ae57af3a075-5.raw_0632,10.56,16.87,2.43,44.93,9.91,10.14,1.25,2.09,4.06,2.02,1
cic_ransomware-ako-0a5a9b8dd0f79d101c77e13645dc3b4845dbbd2e3da504169fedd9a27d39494f-9.raw_0633,10.36,16.43,0.99,44.92,10.09,10.03,1.01,1.99,4.07,2.0,1
cic_trojan-emotet-2c2fbbc8655d573a57603308ad98cf9ee7e652a7069dcc8ff54db9ee17ad39a8-5.raw_0634,11.27,17.98,1.23,44.73,10.02,9.81,1.01,2.16,4.03,2.0,1
cic_ransomware-pysa-58d8eafe335298926d5d506670f21083fac49c4b624ee8f697347fc30c9d43bb-2.raw_0635,11.02,18.12,1.2,45.6,10.02,10.01,1.01,2.18,4.03,1.99,1
cic_spyware-tibs-bb4eb5910eeb9ca18d361175e455427f05ce3017c9724a03dd1d0a757a0b588f-2.raw_0636,11.14,18.55,0.97,45.61,9.84,15.99,1.02,2.17,4.87,2.01,1
cic_trojan-refroso-d5adf10e78a087468c640acbbd2ecafe-5.raw_0637,10.84,17.37,2.46,45.64,10.15,10.01,1.28,2.16,4.02,2.02,1
cic_ransomware-shade-554bff1cd9c8ff6736f5ea20bcf1b58e423e516dd10ff89f7977cb3f2ed419e6-4.raw_0638,11.2,18.93,1.01,44.35,10.1,10.01,1.03,2.12,3.98,2.02,1
cic_ransomware-shade-0520de6262a92dfd83abf516f79576ed81ff289a04f7b3168b3161b8b0c0602b-2.raw_0639,11.09,19.19,0.98,45.23,10.06,9.94,1.01,2.22,3.95,2.05,1
cic_spyware-transponder-0fa6ad6b95c13ce499e55de2a30e56882fdbc1eabdef739bedcc708d169e89a8-6.raw_0640,11.09,17.91,1.43,45.48,10.06,9.89,1.08,2.15,3.98,1.98,1
cic_spyware-transponder-1a01f508674cfd5233ab3099d923180f9dcfda57f0f4e1d21963330552509660-4.raw_0641,10.88,17.64,2.25,45.37,10.07,10.19,1.24,2.04,3.97,1.97,1
cic_trojan-refroso-d05728b7cf25999002c899ae63ff9b6f-8.raw_0642,10.65,16.62,0.99,45.36,10.03,10.05,1.0,2.21,4.25,1.99,1
cic_spyware-180solutions-0b04c1526f5fa3c4316d5803580c586146c80cd8fe80a5700f7f1da0da035b23-4.raw_0643,10.81,17.53,1.63,45.67,9.99,10.2,1.13,2.12,4.08,2.02,1
cic_trojan-zeus-2be7532be727bbfc1488dd40c6600f97c47b287173b74933745eb5fedf5b42eb-10.raw_0644,11.12,17.92,1.02,45.59,9.9,10.34,1.02,2.36,3.97,2.04,1
cic_spyware-cws-0c83902340ca0756874b8a0491d0cacf6f1f6611e47c8c37df460122c9237bfc-10.raw_0645,10.55,16.73,1.02,44.8,10.0,10.11,1.0,2.06,4.05,2.02,1
cic_spyware-gator-0d7aa63adb78efbe4081c3319f4dd52bc85767d71933000799c0c440fb3a8dc8-8.raw_0646,11.11,18.17,0.99,45.1,9.93,10.1,1.0,2.39,4.09,2.02,1
cic_spyware-cws-0c775e4f38f4b4dde4d67e4f7a29b4fb4ccd3f21415d129b5a387ac0b763db53-10.raw_0647,10.27,16.26,1.64,45.34,9.92,10.13,1.09,1.98,3.97,1.96,1
cic_trojan-refroso-c222927c8049d671b81faa2d8dd8222f-6.raw_0648,11.12,17.95,1.22,45.07,10.2,10.29,1.0,2.24,4.15,2.05,1
cic_ransomware-conti-1a77a36a19d17c894a8041c59bed8ae5fa59c9d3c0bf976a8d888e1ee62f7fd1-4.raw_0649,8.17,10.18,0.98,45.06,9.56,10.2,0.99,1.43,4.02,1.97,1
cic_trojan-zeus-3c78bbe29d2efc8543b20d91b863dc733c21f44dd256caaa106d89da4c7f01b3-10.raw_0650,10.26,15.98,0.96,44.36,10.11,10.13,1.0,2.04,4.09,2.06,1
cic_ransomware-maze-3c9802c7b2bda369a6a077890e008041c8549450d724593df7c0b9d547ace336-3.raw_0651,11.43,19.1,1.39,45.5,9.98,9.87,1.11,2.17,3.94,2.02,1
cic_trojan-refroso-d48fea38843e39f19c2e00eee075339c-6.raw_0652,10.34,17.14,2.24,45.42,9.95,10.24,1.25,2.1,4.05,2.0,1
cic_trojan-reconyc-4cb49de8098017894bd50-5.raw_0653,11.11,18.66,1.0,45.56,10.0,9.95,1.01,2.23,3.97,1.97,1
cic_spyware-180solutions-0f82d034036cd228a6fd3a7f5d14cd781ad93e8d241a635757bf931d4e501e0b-8.raw_0654,10.29,16.39,1.03,45.3,10.0,9.92,1.0,2.09,4.05,1.99,1
cic_trojan-emotet-1dbd38c306e48c1cb6b47892dd99a6ec551313c317c08564e10b63ca2240f504-7.raw_0655,10.65,16.45,2.25,45.74,9.93,10.28,1.26,2.12,4.01,2.0,1
cic_trojan-zeus-1b0b3d013fe0e0badccfab25528fe2c64f223b7c7107b733838e06f3de25f820-7.raw_0656,10.46,16.55,2.7,45.15,9.98,9.89,1.35,2.04,3.99,2.05,1
cic_trojan-zeus-02b26bb2ece7cfc3bf77159af7a9f5e6fcc0d82bade7414d172e56957abfc8c3-3.raw_0657,11.74,19.61,2.31,44.72,9.92,51.49,1.29,2.2,4.13,2.02,1
cic_ransomware-shade-8d87e6aebe4ec7a9e96dd44dff556581f7f454d661a8d90b02c3db0068c17de5-7.raw_0658,10.28,15.95,2.65,44.95,10.04,10.15,1.31,2.05,3.99,2.0,1
cic_ransomware-conti-0d9735c4b4b66b0ddc00a6e15132fdc4f0a3cf55b8e9875339c21e330c63f418-3.raw_0659,10.93,18.16,2.06,45.93,10.13,9.98,1.21,2.15,4.06,2.02,1
cic_ransomware-shade-1c40e8f73a28519f326e435bc1d5a69c7b872a5750d5612e5432a8df0e605559-10.raw_0660,10.51,17.02,1.03,45.06,10.12,9.93,1.04,2.13,4.08,1.99,1
cic_spyware-tibs-ff00b80921b82097647509c7ba7109b90ab13f787c6a09a0596794b5d06bfcca-2.raw_0661,10.43,17.05,1.6,45.61,9.97,9.99,1.11,2.1,3.98,2.05,1
cic_ransomware-shade-572c0197d9c8c6faa89ba002a5f36d87e2392a1d95c0ab1f3e00a07d3159b3cf-6.raw_0662,10.58,17.07,1.83,45.45,9.96,10.14,1.16,2.08,4.07,2.01,1
cic_ransomware-ako-0c9704dcd36e4f31bf0910317f834cd4a1c171440900bfaf8ec4f11063f0e1fa-1.raw_0663,11.05,18.61,2.5,44.49,9.87,10.82,1.29,2.16,4.71,1.97,1
cic_ransomware-shade-2bc8f84e02e9cf6b4b81be052e30f616015f8003a379c0eed81f19fb9b8ee575-2.raw_0664,10.95,17.86,0.96,45.18,10.01,9.95,0.99,2.57,4.1,1.98,1
cic_ransomware-conti-0d88fa7457b667d5afd2e675c3b3fae797b4fa18cd4c5484bce656b949da8917-10.raw_0665,10.21,16.04,0.99,45.23,9.93,9.91,1.01,2.04,4.01,2.0,1
cic_ransomware-ako-0c26782787dca50df6ab7fd466149815937932947431f9601c67705acf1c3a1a-8.raw_0666,10.37,16.15,1.86,45.37,9.95,9.73,1.15,2.04,4.03,1.99,1
cic_spyware-tibs-8d8af27b1ab68fde08153c7b2d90670c329aa93abe1645da4651ae0941f6da09-7.raw_0667,8.88,13.54,1.0,45.47,10.0,9.79,1.02,1.7,4.11,2.03,1
cic_ransomware-pysa-4190bb814813e60b1d14ee10d465b8a8438d408f2e04041406eb8a0341b85580-1.raw_0668,10.58,17.61,1.85,45.5,9.89,9.82,1.15,2.07,4.03,2.01,1
cic_trojan-emotet-02c5c9ccd26b42935548c1a7917265c2bf6980d7198c9d64ba564da3c5f397ca-5.raw_0669,11.41,18.75,0.99,44.63,10.25,9.83,0.99,2.41,4.07,1.98,1
cic_spyware-180solutions-00ad00662c91190acb948bfc3474061c95e085ee0f3053f08594d1ac6f475259-4.raw_0670,11.42,18.7,1.84,44.91,9.9,10.31,1.16,2.26,3.96,2.02,1
cic_trojan-zeus-1f08fb253a220398c6e9080b79507801bae05bfebfeb613a474f6ffc503c05c6-5.raw_0671,10.84,17.57,1.65,45.21,10.08,9.98,1.14,2.16,3.96,2.05,1
cic_ransomware-shade-183fe9ff038ac63ef3adb8f28e39366fd32f918d74729565236e97a12b9df0e8-1.raw_0672,10.57,17.78,2.3,45.79,10.03,10.24,1.23,2.13,4.1,2.05,1
cic_spyware-cws-0caae59a6b0e5117837808dc2fa2d3c6c30fb4cc9a0430ae83d62fa215bdcb95-4.raw_0673,11.47,18.73,1.4,45.58,10.05,10.07,1.1,2.18,3.96,2.02,1
cic_ransomware-shade-398dfd1a1aa7a22438efced23ec98236fb73c8ca56011788c752d1457dc080df-1.raw_0674,11.77,19.21,0.96,45.44,10.11,9.91,1.0,2.3,3.96,1.98,1
cic_ransomware-conti-0d9735c4b4b66b0ddc00a6e15132fdc4f0a3cf55b8e9875339c21e330c63f418-8.raw_0675,10.12,15.87,1.0,44.93,9.93,10.08,0.99,2.07,4.1,2.01,1
cic_ransomware-ako-0a9b1262d52d90872e26d64ee9edcafef4e328a80dab8d7b1a7e874b2fb62305-3.raw_0676,10.76,18.4,2.27,45.1,9.92,10.2,1.25,2.15,4.03,2.07,1
cic_spyware-cws-0d741ac5b02bc53def0ee146fd460ba45cb0d453ccc7ffec0596981eb60600d1-6.raw_0677,10.69,17.27,2.02,44.74,10.13,10.04,1.2,2.11,3.96,1.98,1
cic_trojan-reconyc-3621a367f79bf1c09542a64a3238eddc-2.raw_0678,11.4,19.14,0.97,45.27,10.14,10.08,1.01,2.22,4.0,2.02,1
cic_trojan-refroso-11a0e02519f353d1bff5ab6fd6abc615-3.raw_0679,10.96,18.16,0.98,45.34,9.84,10.07,0.99,2.17,3.95,2.03,1
cic_ransomware-maze-73f475dd2c38b10ee049fa873735400d2c3ad61f19342eb864d869890a2cff39-1.raw_0680,11.28,19.07,1.21,45.29,10.07,9.71,1.05,2.14,4.04,2.05,1
cic_spyware-gator-1aeafff5d588d58ddcff7f52ed9dc672adb8153ba11f9659081a6b3ede536535-2.raw_0681,11.05,18.14,1.0,44.74,9.82,9.99,0.99,2.24,3.95,2.03,1
cic_spyware-cws-0c6925fbf3c19542bdb8e7a09567154e72489207c36afe25ca1538dacd09a7dd-3.raw_0682,11.29,18.88,1.0,45.55,9.95,10.07,0.97,2.64,4.06,2.0,1
cic_spyware-transponder-0dcddfad933171346232bd3d5f1186d66126b0e0a0e15385856e9e15c2c02e15-3.raw_0683,10.93,18.13,2.08,44.36,9.92,9.8,1.19,2.18,3.99,2.01,1
cic_trojan-refroso-a77330870632edaa889ced9e577bd3ed-6.raw_0684,11.0,18.08,1.68,44.53,10.13,9.97,1.15,2.22,4.11,2.0,1
cic_trojan-emotet-2a8bed476ea1d923c421ffbd648a1fc68abfa46d18356f8e7a6821bd8367b24b-4.raw_0685,10.78,18.07,1.85,44.83,9.91,10.13,1.16,2.17,4.06,1.99,1
cic_trojan-emotet-1b804e77344e90cfe89178768e121cf5c7ac5c159209cbf6db9d125ba4654934-2.raw_0686,10.65,17.45,2.05,45.6,10.09,9.86,1.2,2.14,4.05,2.04,1
cic_trojan-emotet-01e7a6e30e516cdd8edadf6872c80aea46f6c857a0a1e3f413089a846bb17c04-7.raw_0687,10.65,17.18,2.03,44.58,10.03,10.15,1.2,2.16,4.09,2.04,1
cic_ransomware-shade-fa9f749cf3620fb0fe313cbae3eaba3140f7b29c7105f8298d2b9d5295f117f9-7.raw_0688,11.19,17.91,1.22,45.82,10.0,9.93,1.02,2.17,3.98,2.03,1
cic_ransomware-pysa-0c0c4abb61319bb437607f66d84569f473b8cb25564cfdb5c06680ea32b849a9-9.raw_0689,10.46,16.47,1.04,45.36,10.02,9.91,0.99,2.07,3.96,1.99,1
cic_ransomware-shade-08cf564c2046d979291b58f7ba1e0e3f63dc5c8c7c90deb32909a4ac2da807fc-5.raw_0690,11.51,19.56,1.21,44.72,9.95,10.45,1.03,2.27,4.18,2.01,1
cic_trojan-emotet-0c88e68746ca0ee39b5b75320e138390c10f2d1facfa748b4c40716805c6f3a4-7.raw_0691,10.38,16.0,1.6,45.09,10.2,9.82,1.13,2.03,4.07,2.03,1
cic_spyware-transponder-0eaa078589105dc03a87a0383271189a3a4f30a7d9951d688837ca15b2c1bb37-7.raw_0692,11.11,18.46,0.98,44.97,9.98,9.87,0.99,2.44,3.98,2.03,1
cic_spyware-cws-0b86f943613e788dd901befc435a7c9f8c16ddfc84dffbd19cbbf3e857f465be-9.raw_0693,10.6,16.29,0.99,44.32,9.84,10.23,0.99,2.0,4.0,1.96,1
cic_spyware-180solutions-0a58e10a84b96997d7ae243ca6e70199922dbd3361a41f0760162c8bcbfb703b-7.raw_0694,10.57,16.36,2.5,44.96,9.92,9.98,1.28,2.05,4.08,1.96,1
cic_ransomware-ako-0b6975c53a6f91852bdaf8c08bf157117def5bfcc49b5edcf9f38ead360525b3-2.raw_0695,10.91,17.97,1.8,45.22,9.9,10.12,1.16,2.16,3.92,1.98,1
cic_ransomware-maze-80b15406ccebb1dce26aa54f8e544c6ccff6ab8c20821e03319b97d655d5de59-2.raw_0696,10.58,17.53,1.85,43.98,10.15,9.9,1.15,2.11,3.99,2.02,1
cic_spyware-gator-0f99ab1322cc10082eb3b06adc35307b61ae4fbea116a89faaa69e55f4c02dba-9.raw_0697,11.12,18.67,1.02,46.16,9.85,9.94,1.0,2.36,4.11,1.99,1
cic_trojan-zeus-0dc1a639064805e0da9ac3e97343e792be5a4861e23812912caa80fcb644d3cb-9.raw_0698,10.78,17.17,1.01,45.14,10.01,25.51,1.02,2.05,4.03,2.03,1
cic_spyware-transponder-0e24e61b8c279ed64eeb43b4d1c91a754e797989c5c7d891fb984b3c42dbad7d-8.raw_0699,10.89,17.64,1.03,45.24,9.64,9.91,1.0,2.33,4.1,2.05,1
cic_trojan-refroso-ca41275498cd1baf5d603ff0d1de94a4-5.raw_0700,11.4,18.64,0.99,44.55,9.74,9.97,1.02,2.27,4.03,1.99,1
cic_spyware-cws-0aa3626ec507e707ea2286a416822cd02d5c36e17342a16ed07ea3752ed8814a-9.raw_0701,10.85,16.87,1.0,45.39,10.16,10.07,1.0,2.18,3.88,2.0,1
cic_trojan-scar-f2fd96da6034a8f1b5e27a0b90b5cdb0-9.raw_0702,10.26,16.43,1.03,45.11,9.85,9.91,0.99,2.08,3.97,2.05,1
cic_spyware-180solutions-00ad00662c91190acb948bfc3474061c95e085ee0f3053f08594d1ac6f475259-1.raw_0703,11.47,18.33,1.61,44.85,10.09,10.06,1.12,2.28,4.02,2.03,1
cic_ransomware-conti-01b9d0bda30224d60219e5290eef3bfbd645be0d35e9637541266138ba1d7fad-2.raw_0704,11.36,18.86,1.07,44.64,9.98,10.2,0.98,2.2,4.02,1.98,1
cic_trojan-zeus-0fc1a8cd3a9de86b578f0c87edda69e6bee3c74fcf6dc1b5f04cf6acf0c0b35e-9.raw_0705,10.25,16.02,0.97,45.06,9.96,10.02,1.01,2.04,4.14,2.04,1
cic_spyware-gator-1b9b1d0cdff308841a4fffd919e47e450a575f61a394734528b046c6484ce001-1.raw_0706,10.66,17.27,2.48,44.96,9.98,10.22,1.27,2.14,4.07,2.01,1
cic_ransomware-ako-0a2852b6043cfa57c5de2ed11397f8f81eeab3f5936afb2c01cf65303c137cca-3.raw_0707,9.63,13.41,1.23,45.3,9.66,10.11,1.05,1.83,4.02,2.0,1
cic_spyware-cws-0d24b1612b67ed13716cd74b5666bd6d99654c9d8ae62974d8c415cdca2dfb92-6.raw_0708,11.2,17.71,1.26,44.9,9.87,10.09,1.05,2.12,3.93,2.02,1
cic_trojan-reconyc-32ceb862b31b79c9c4970-7.raw_0709,10.79,17.22,0.98,45.13,9.88,10.15,1.01,2.09,4.09,2.01,1
